,free_text,label_id,dataset
300,"""trong lúc đợi công_an can_thiệp clip thứ của hot_girl mỳ gõ xuất_hiện  """,0,vlsp
301,"nó niêm yết giá thế vào ăn lại còn kêu gì, chỉ nhắc nhở là chủ quan nên bảo khách đọc menu trước khi gọi, còn họ đọc mà vẫn mua thì là điều bình thường",0,vihsd
302,"""tạp_vụ rửa chén ch tối tr ăn ca tip""",0,vlsp
303,đi đâu cũng thấy mấy ông thuyết phục :v,0,vihsd
304,"""chợ nhỏ đường_ray tân hiệp""",0,vlsp
305,"""yên tân đi đi xe_đạp thân_thiện và sắp quay về thời_kì đồ đá""",0,vlsp
306,589952505,0,vihsd
307,ước gì trường công nghiệp cho nghỉ vô thời hạn mà vẫn qua môn nhỉ,0,vihsd
308,rất thuyết phục,0,vihsd
309,cuộc sống ở thiên đường,0,vihsd
310,yêu thầy,0,vihsd
311,"anh ba thật đẹp trai và sở hữu 1 bộ não cực kỳ thông minh và nhạy bén trong công việc. đó là anh ba tú, còn anh ba gà thì ko có",0,vihsd
312,"""phạm_thị_tuyết nhung định_mệnh ròi haha""",0,vlsp
313,nhìn cái bút của c em cũng biết c cũng đ phải dạng vừa :),0,vihsd
314,"""hye jung vcl""",0,vlsp
315,"""cây cột biển_báo chắc vl""",0,vlsp
316,"""máy hút mụn cầm tay sỉ lẻ rẻ quá mn ơii đảm_bảo ko đâu có giá này luôn máy hút mụn cực tiện này gom sll để có_giá tốt nhé bt đi hút mụn đầu đen ngoài lần đã đầu_tư hẳn em máy này lần dùng mãi_mãi lunnn giá gom chung dịp sale đảm_bảo mn ko mua tiếc hùi_hụi đó chăm_sóc bản_thân từ những thứ nhỏ nhất nha mn đầu hút thay_thế thiết_kế nhỏ gọn dùng pin tiện_lợi ko cần sạc điện không gây tiếng ồn_may ko kèm pin nhé tổng_kho gia_dụng""",0,vlsp
317,"""và tôi đang sống trong giai_đoạn khó_khăn nhất của thằng đàn_ông""",0,vlsp
318,coin card :3,1,vihsd
319,kéo lên top nào mn ưi,0,vihsd
320,fan cứng rồi nek,0,vihsd
321,"may cha  h o an tro. cap.  ranh c. di ngoi le.  nhieu chuyen.  do   cai thu , do tam than",1,vihsd
322,phan nguyễn hoàng trinh nó giống như kiểu ngộ sát vs cố ý sát hại í,0,vihsd
323,nhi thèm cake plan and tea milk bonus rice sườn pig,0,vihsd
324,"""pé nhi zậy là xì hơi rồi đổ_thừa hả zu khống hả""",1,vlsp
325,"""phượng híp""",0,vlsp
326,ủa tên gì kì vậy? tên là chipo tv nhen,0,vihsd
327,nào ta cùng share cho cô đi mấy bợn,0,vihsd
328,"""ừa""",0,vlsp
329,xa lắm,0,vihsd
330,kem đánh răng ông giáo ạ :>,0,vihsd
331,cho em cái giáo án mundô thầy,0,vihsd
332,vậy e sẽ thành người trung thực,0,vihsd
333,"""cười vl""",0,vlsp
334,phương lê mình nghĩ là lúc chưa xl công động mạng.lip này cũng củ nhưng mình nghĩ như vậy mới biết dc bả hay chửi ghê quâ,0,vihsd
335,cho tao hỏi “tiếc diên” là clgv:))))),0,vihsd
336,"bê tông cốt giấy  nhớ hồi đó trg e xây cũng tiền tỉ, đạt chuẩn qg. sau 1 năm, nền gạch thì bị lún, tường thì bị bong ra hết",0,vihsd
337,nghe giọng nứkg quá abe :)),1,vihsd
338,"""mệt phết đấy cố lên tao ơi""",0,vlsp
339,xin ở cùng bé nhung 1 ngày,0,vihsd
340,"""mai ngọc_trọng câu trl súc_tích vl""",0,vlsp
341,linh chi cưng anh kaka,0,vihsd
342,"""thấy bả ngầu vl""",0,vlsp
343,huynh tin đúng drama,0,vihsd
344,"""trâm trâm nhìn dơ vl""",1,vlsp
345,trần hữu đương sao mình xem không có vậy bạn,0,vihsd
346,"""am angel""",0,vlsp
347,"""ck co thèm món ni ko bua mô vk nấu cho ck an nha""",0,vlsp
348,nhìn bà trang giống tăng thanh hà ghê ‍,0,vihsd
349,"""xấu trai chưa có ai thương tui""",0,vlsp
350,nghe quen thiệc sự,0,vihsd
351,chào thầy ba gà,0,vihsd
352,"""cớ_sao người_ta yêu nhau bên nhau lâu_bền_thế nguyễn_hoàng bảo ngọc_mood corner cuộc_sống em là thế hạnh_phúc là điều chưa hề cre on vid""",0,vlsp
353,"""lả bạch phi_anna lala vợ_chồng là từ tình bạn trở_thành tình_yêu rồi từ tình_yêu trở_thành tình thân trên thế_giới này chỉ có vợ_chồng mới là người không_thể xa_cách chăm_sóc nhau lúc ốm_đau bệnh_tật bầu_bạn nhau khi đã về già nghe anh nói mà đột_nhiên muốn lấy chồng quá sivanna quý cô nền_nã ưu_đãi dành riêng cho fan anna lala freeship khi mua sp và giảm freeship khi mua sp annalala timeless""",0,vlsp
354,quả demo làm e k ngủ dc =)),0,vihsd
355,"""conmèogià đixega mămthịtgà cườihaha""",0,vlsp
356,"""thằng đàn_ông ra đường có bồ bao_giờ bỏ vợ_con phụ_nữ ra ngoài có bồ chắc_chắn bỏ chồng đủ bởi_vì đàn_ông ra đường méo có gặp dc đứa nào tốt hơn con vợ nhà còn phụ_nữ ra đường cả đống thằng tốt gấp lan thằng chồng nhà phụ_nữ có xinh có đẹp có hiền ngoan hay là do thằng đàn_ông nguồn coppy""",1,vlsp
357,có ai như t k :))))) lặng lẽ đọc và lặng lẽ ra k để lại dấu vết :)))),0,vihsd
358,"""em mới nhập lô quần_áo trẻ_em giá siêu yêu_đây hàng đồng giá mn đi quá chấm cho cái để lấy tương_tác với yuri nguyễn_kup nguyễn_trọng huy""",0,vlsp
359,tran dan khung lam tro con nich,1,vihsd
360,lê minh tuấn hihi,0,vihsd
361,"""nhóc miko cho thằng nào fb ngáo vl""",0,vlsp
362,"""nguyen nhat linh ngon vl""",0,vlsp
363,xin clip,0,vihsd
364,"""buồn vl""",0,vlsp
365,"""qua đây gặp được người anh rất tình_cảm bia lại thơm dung mau nguyen is at new creation church at the star vista""",0,vlsp
366,"""chèm bẹp như chái chuối""",0,vlsp
367,tốn kém bao nhiêu,0,vihsd
368,kkk anh yêu em cho ... hí hí,0,vihsd
369,"5 ông lục tổ , là ai",0,vihsd
370,t tự hỏi b52 nghĩa gì ? phải là b89 chứ ?,0,vihsd
371,"""chuyên mạng gio chắc có km nhi đợi xin vizza xg đi đổi""",0,vlsp
372,"""vote ảnh nữ_thần kết thân son xịn trào_lưu dòng son bậc thầy sáng_tạo giordani gold đang vô_cùng gây sốt hiện_nay like và share cho bảo_trợ hcm châu thị_kim hiền""",0,vlsp
373,"""lumi dùng để chữa bệnh bạn tin không chúng_ta có hai bệnh rất nặng bệnh thích đẹp bệnh lười nhưng vẫn muốn đẹp đó là lý_do nhà khoa_học tại innovation center bên mỹ của nuskin đã nghiền_ngẫm dành thời_gian sáng_tạo ra cho chúng_ta chiếc máy này chỉ phút da_sạch sâu căng mịn se khít lỗ chân_lông và giúp tái_tạo được collagen quan_trọng nhất là cho chúng_ta nhìn vào gương thấy yêu gương_mặt trong đó hơn mỗi ngày cần chữa bệnh này cứ em hòa_tủi nhé hoà đỗ""",0,vlsp
374,"""bữa đói_bụng ghé vô làm hơi muoi mấy cái đã vô_cùng""",0,vlsp
375,đọc chêt cười,0,vihsd
376,"""ba_phải vl""",0,vlsp
377,"-))))đhs giống thế, sao y bản chính lun",0,vihsd
378,thầy 3 đâu ????,0,vihsd
379,"""buồn ỉa vl""",0,vlsp
380,đm ad m óc cức lắm...đm người ta khổ chứ đéo rãnh lên đăng ba cái tào lao như m đâu...m cho người ta đc đồng xu cắt bạc nào chưa...ở đây xạo lồn...mẹ m sinh cái tay m ra trước hay sao m ngu v,1,vihsd
381,ân phan nonnnn :)),0,vihsd
382,đàn bà j nhìn mặt giống dân ông xấu thấy mô,1,vihsd
383,trung sa đéc đã xem,0,vihsd
384,dừng lại hay tiếp tục,0,vihsd
385,"""chẳng ai hiểu mà cũng chẳng cần phải hiểu đâu""",0,vlsp
386,ngô phương thảo lê thương hồng thắm tết này tiếp hok mấy bà =)))))),0,vihsd
387,sống chậm thôi,0,vihsd
388,"""trần_anh tuấn khanh ngan lô áo thun hàng xuất_khẩu xuất_dư các chị thích cho xin chấm nike drifit gym men sportwear shirt chất thun thể_thao gym siêu thoáng mát chất in nhũ cực đẹp chuẩn hãng xl""",0,vlsp
389,"""phở cuốn điên vl sợ gián vl ra còn trend""",1,vlsp
390,"""triệu_tập nhữg ae tối cổ""",0,vlsp
391,"""xin chia buồn cùng gd và mong siêu_thoát""",0,vlsp
392,"""ghét vl nè""",0,vlsp
393,"""nam_mô di_đà phật nam_mô quán thế âm bồ_tát cứu khổ cứu nạn""",0,vlsp
394,cho con trùng đi nhuộm lông màu mèo tom để sói vần anh ơi! :3,0,vihsd
395,ông đon khi nào ông chết,0,vihsd
396,xahoi gio ai nay co tien .nui tay nui nam...lam nay lam kia.giau co khac.ngeo nhu minh kiem 10ngan an banh mi hk co...,0,vihsd
397,chi dep that,0,vihsd
398,"""nhà cách ga asakusabashi đi bộ diện_tích người ok nhà mới xây thiết_kế cực đẹp đã đủ hết đồ chỉ cần xách vali đến nhập nhà hồ_sơ bao đỗ_dưới cũng ok tặng man tiền_mặt cho bạn nào giới_thiệu khách thuê nhà_wifi cầm tay gb dung_lượng tốc_độ cao chỉ tháng tặng tháng sử_dụng wifi miễn_phí tuyển ctv chiết_khấu hoa_hồng cao làm tốt sẽ đc bảo_lãnh visa""",0,vlsp
399,:)),0,vihsd
400,"""cuộc_sống mới cuong van ho""",0,vlsp
401,"""mày mang cả nhà mày ra đi bán xổ xố cho tao ba mẹ mày cho mày ngậm ngòi_bút hay cho mày ngậm lông lồn mà ngu thế""",1,vlsp
402,"add còn viết tắt của address nữa, ngu!",1,vihsd
403,cô ấy cưng ko chịu nổi,0,vihsd
404,đinh phước mấy cậu căng quá :<,0,vihsd
405,"""kimyen tran gửi chành xe tô_châu ra lấy hjhj""",0,vlsp
406,"""cùng vua thị_tẩm nhưng mỗi người một_số_phận muốn biết lý_do tại_sao diệp phi luôn được sủng hạnh hẹn trưa nhé các ty""",0,vlsp
407,"""khang lô iu mo""",0,vlsp
408,"""tìm người thư của này bị bỏ nhầm vào hòm_thư của mình liên_lạc với mình để lấy thư nhé""",0,vlsp
409,hoai thuong bui tụt ra chắc còn đẹp hơn :(( nhìn ứa gan thế kb,0,vihsd
410,clm :))),1,vihsd
411,trang huyền đâu ra,0,vihsd
412,k đáng lo,0,vihsd
413,"bóng đá nữ chỉ ăn ké bóng đá nam thôi, những năm trước đâu được đón tiếp.",0,vihsd
414,"""hihih ngại vl""",0,vlsp
415,máy má nc ...ghê,0,vihsd
416,học bổng gấp,0,vihsd
417,tấu hài vcl,0,vihsd
418,đăng thảo ôi công chúa wen cần,0,vihsd
419,thưa ngài tiên tri : ngài là một vị tiên tri ? tại sao ngài không đoán được sự việc covid 19 sắp xảy ra để cho nhân loại được nhơ .,0,vihsd
420,"""nhanh vl""",0,vlsp
421,huy vũ ;)),0,vihsd
422,"bọn việt cộng hầu hết nó khai lý lịch của nó xuất thân từ những gia đình thành phần là bần cố nông, mà bần cố nông thì đéo được học hành đến nơi đến chốn. hậu quả là bây giờ bọn việt cộng nó quản lý, điều hành đất nước như cái con c ! ngóc đầu lên không nổi !",1,vihsd
423,nguyễn thịnh xin anh nhé ông,0,vihsd
424,"""gia_kiệt tin_tức thuỷ_sản_cp việt nam_mô_hình nuôi tôm cpf combine model thu_hút nhà đầu_tư nước_ngoài ngày nhân_viên thị_trường công_ty cổ_phần chăn_nuôi vn đã tổ_chức buổi hội_thảo đầu bờ cho một_số việt_kiều úc tham_quan thực_tế trang_trại nuôi tôm theo mô_hình cpf combine model tại huyện hòa_bình tỉnh bạc liêu đoàn tham_quan rất ấn_tượng với kết_quả của trang_trại nuôi tôm này khi chỉ với ao nổi sau ngày nuôi tôm đã về kích_cỡ con kg đã thu_tỉa tấn tôm con kg và hiện còn lại hơn tấn quý_khách có nhu_cầu tham_quan thực_tế các mô_hình nuôi tôm công_nghệ_cao cpf combine model vui_lòng liên_hệ với nhân_viên tại địa_phương hoặc theo số sau""",0,vlsp
425,bố mày nhịn mày lâu lắm rồi,0,vihsd
426,"thằng bê nầy nổ quá, cái miệng nầy tạo nghiệp, bê ng ta coi đc bê nầy khó coi quá",1,vihsd
427,"""quan chết tao vui vl""",0,vlsp
428,"""sắp fãi thoát khỏi cái gai trong mắt ps biến lê_tuyến fresh""",0,vlsp
429,khỏi đi để cháu còn đi học,0,vihsd
430,chỉ mong chị nhung nhanh khỏi bệnh để sớm nhận hình phạt của pháp luật.,0,vihsd
431,"""người đi mượn mệt vl""",0,vlsp
432,"dẹp hết lũ sư quốc doanh đi , vừa là ổ phá hoại đạo pháp vừa là cơ sở của bọn nằm vùng và phá nát văn hoá vn",1,vihsd
433,thà để mồ hôi rơi trên sách còn hơn là rơi trên công trường các em nhé :( thôi anh ns vậy thôi . đi đảo nốt đống vữa đã,0,vihsd
434,"""lâu lắm dồi chưa dk en lại mười mấy năm dồi chớ ít chi hồi nhỏ nhiều lắm ng_ta chặt cây lm nhà hết dồi""",0,vlsp
435,"""văn tâm xa ka hà_thị nội""",0,vlsp
436,bon no tap hop lai thanh 1 bang dang co ma,0,vihsd
437,nguyễn mỹ diễm hoa này là hoa lon nha,0,vihsd
438,"""nick đag nạp vip""",0,vlsp
439,sơn hòa with love,0,vihsd
440,anh em mau nhường giải cho sela trả nợ nào,0,vihsd
441,"cháu chúc ông dần sức khoẻ dồi dào, tai qua dịch khỏi ạ",0,vihsd
442,dell hiểu cười méo j,1,vihsd
443,"""thành chu con_gái hiện_đại mà êi yêu thì chịu chứ biết giờ cơ_mà ngu thì chết chứ bệnh_hoạn gì""",0,vlsp
444,"""yến thư nguyễn_yến thư at shop yến thư đặng_thái thân""",0,vlsp
445,răng rứa nhỉ,0,vihsd
446,"""khổ_thân vl""",0,vlsp
447,tỷ lệ phụ nữ trong qh vietnam cao hơn mỹ. know your fact right,0,vihsd
448,cai mieng hay la cai ong cong vay,1,vihsd
449,bạn bè thôi nha bạn ơi k phải con ạ,0,vihsd
450,du học sinh úc nó phải khác bọt :v,0,vihsd
451,"""đù thế_giới có thêm một nữa là nước chxhcn việt nam hãy tăng_giá tất_cả lên nhất_là tăng lương lên cho bằng đang có đù trí_tuệ đỉnh_cao nói_năng tính_toán khác_nào thằng ngu""",1,vlsp
452,danh nguyễn anh khôi á á sợ quá cơ thách á,0,vihsd
453,"""có người thế có người thì không hiểu thằng ad ngu lol""",1,vlsp
454,yêu cô quá,0,vihsd
455,"""son kem bbia màu về rồii mừng xỉuuu màu cam đất có chút đỏ son kem lì nhà bbia bbla last velvet lip tint đã trở_lại và lợi_hại hơn xưa ưu_điểm của bbia last velvet lip tint version chất son velvet là chất nhung mịn êm_ái lụa là son là dạng kem lì nên sẽ bám chặt trên môi chỉ cần đánh son đầu ngày thì bạn có_thể yên_tâm đi học đi làm mà không sợ trôi son nhé""",0,vlsp
456,mình không ai theo đuổi nè hỡi các bạn thích cô gái có nhiều người theo đuổi :)),0,vihsd
457,pha team up căng cực đến từ vị trí ông chủ đầm tôm=)))),0,vihsd
458,"""ngại vl""",0,vlsp
459,ấm lòng fa :),0,vihsd
460,"""hùng_mạnh nguyễn_shared link to the group việc_làm phòng trọ huế""",0,vlsp
461,bà rịa cách mình hơn 27km nên chắc hông sao,0,vihsd
462,con bố chuyên hot trend đấy đừng đùa,0,vihsd
463,lê văn quật xin video bạn ơi,0,vihsd
464,ditme nẫu ruộttt,1,vihsd
465,"""tao thiên_thần rồi""",0,vlsp
466,"""nguyễn_vĩnh trọng quê vl""",1,vlsp
467,"""béo_kìa phạm_thị_phương vũ cường""",0,vlsp
468,chui chet me con linh ca loc do luon co 3 oi,1,vihsd
469,"""đầm body đi tiệc là hết xảy luôn nha các tình iu xx""",0,vlsp
470,"""ghé thăm ông anh âu gia_bảo cool at new club""",0,vlsp
471,dm muốn tán vô họng nó gê...đóng thuế để cho tụi nó đi nhậu á,1,vihsd
472,"""lan anh nguyễn với dòng cap kia thì hắc chứ tẩy nổi gì bạn có khóc không bạn có đau_lòng không thử_hỏi nếu chơi trò tẩy lại kèm hai tấm ảnh tự chụp với dòng cap ngu người như_thế hai bức ảnh đó chụp cô băng để báo tình_hình sức_khoẻ cho người_nhà và bạn_bè bị leak ra ngoài có làm màu lựa tấm ảnh nào nó đầy tính chiêm_nghiệm và khó đoán hơn chứ cái_trò gì mà ngu người vậy""",1,vlsp
473,già mà nói chuyện mất dạy.sau này thế nào củng bị thục lưởi hêt nói chuyện.tiền mà nói như vải chùi l,1,vihsd
474,"""chị và quynh trang_dương sẵn_lòng đợi các em furin pham nguyễn_thu thảo nguyễn_thùy dương""",0,vlsp
475,hung nguyen,0,vihsd
476,"""toại trần""",0,vlsp
477,em đi viện bảo tàng ở vĩnh long thấy ông này trong hình sao giống thầy quá k biết có quan hệ gì k ạ,0,vihsd
478,địt mẹ mấy thằng sếp và những thằng liên quan của t luôn.,1,vihsd
479,"""hổ báo cho lắm vào rồi vào tù thì hối_hận khóc_lóc van_sinh ng nhật sẽ no no mày ngồi đi tao tha đâu""",0,vlsp
480,ik đường quyền ik cô,0,vihsd
481,lên tiếng mà khoe giàu có thay mắc cười cho ba quá ba ơi. dẹp di. giàu không cần nói ai cũng biết,0,vihsd
482,áo với quần này đẹp hơn nè thầy ơi =)),0,vihsd
483,"""dâu hàn gr mới đáp bay đẹp quá đi thôi thùng khay gr khay huynh an an""",0,vlsp
484,diệu linh inbox m nhé,0,vihsd
485,"chị ba nói cai gì chị bà củng có,  z chị ba có con cu hok, con có con cu nè",1,vihsd
486,"""lam_mat niem tinh voi nguoi tien_giang va""",0,vlsp
487,"uh page mới bị hack đó, tao là ad mới nè.cmt này dc 69 like lát mình post chuyện ngôn tình cho các chế đọc nha =))",0,vihsd
